Geography,Service type,Service detail,Jun-1990,Jul-1990,Aug-1990,Sep-1990,Oct-1990,Nov-1990,Dec-1990,Jan-1991,Feb-1991,Mar-1991,Apr-1991,May-1991,Jun-1991,Jul-1991,Aug-1991,Sep-1991,Oct-1991,Nov-1991,Dec-1991,Jan-1992,Feb-1992,Mar-1992,Apr-1992,May-1992,Jun-1992,Jul-1992,Aug-1992,Sep-1992,Oct-1992,Nov-1992,Dec-1992,Jan-1993,Feb-1993,Mar-1993,Apr-1993,May-1993,Jun-1993,Jul-1993,Aug-1993,Sep-1993,Oct-1993,Nov-1993,Dec-1993,Jan-1994,Feb-1994,Mar-1994,Apr-1994,May-1994,Jun-1994,Jul-1994,Aug-1994,Sep-1994,Oct-1994,Nov-1994,Dec-1994,Jan-1995,Feb-1995,Mar-1995,Apr-1995,May-1995,Jun-1995,Jul-1995,Aug-1995,Sep-1995,Oct-1995,Nov-1995,Dec-1995,Jan-1996,Feb-1996,Mar-1996,Apr-1996,May-1996,Jun-1996,Jul-1996,Aug-1996,Sep-1996,Oct-1996,Nov-1996,Dec-1996,Jan-1997,Feb-1997,Mar-1997,Apr-1997,May-1997,Jun-1997,Jul-1997,Aug-1997,Sep-1997,Oct-1997,Nov-1997,Dec-1997,Jan-1998,Feb-1998,Mar-1998,Apr-1998,May-1998,Jun-1998,Jul-1998,Aug-1998,Sep-1998,Oct-1998,Nov-1998,Dec-1998,Jan-1999,Feb-1999,Mar-1999,Apr-1999,May-1999,Jun-1999,Jul-1999,Aug-1999,Sep-1999,Oct-1999,Nov-1999,Dec-1999,Jan-2000,Feb-2000,Mar-2000,Apr-2000,May-2000,Jun-2000,Jul-2000,Aug-2000,Sep-2000,Oct-2000,Nov-2000,Dec-2000,Jan-2001,Feb-2001,Mar-2001,Apr-2001,May-2001,Jun-2001,Jul-2001,Aug-2001,Sep-2001,Oct-2001,Nov-2001,Dec-2001,Jan-2002,Feb-2002,Mar-2002,Apr-2002,May-2002,Jun-2002,Jul-2002,Aug-2002,Sep-2002,Oct-2002,Nov-2002,Dec-2002,Jan-2003,Feb-2003,Mar-2003,Apr-2003,May-2003,Jun-2003,Jul-2003,Aug-2003,Sep-2003,Oct-2003,Nov-2003,Dec-2003,Jan-2004,Feb-2004,Mar-2004,Apr-2004,May-2004,Jun-2004,Jul-2004,Aug-2004,Sep-2004,Oct-2004,Nov-2004,Dec-2004,Jan-2005,Feb-2005,Mar-2005,Apr-2005,May-2005,Jun-2005,Jul-2005,Aug-2005,Sep-2005,Oct-2005,Nov-2005,Dec-2005,Jan-2006,Feb-2006,Mar-2006,Apr-2006,May-2006,Jun-2006,Jul-2006,Aug-2006,Sep-2006,Oct-2006,Nov-2006,Dec-2006,Jan-2007,Feb-2007,Mar-2007,Apr-2007,May-2007,Jun-2007,Jul-2007,Aug-2007,Sep-2007,Oct-2007
Quebec,Drinking places,Receipts,50893.0,48718.0,48869.0,43520.0,44117.0,40310.0,42667.0,34208.0,34405.0,38875.0,39004.0,41656.0,38754.0,37154.0,41412.0,36457.0,37623.0,45350.0,38111.0,34280.0,34080.0,34552.0,37559.0,39046.0,38880.0,40708.0,40041.0,39534.0,42699.0,36529.0,39019.0,33636.0,31746.0,33573.0,39052.0,39779.0,40578.0,41195.0,41842.0,41646.0,40439.0,37864.0,39793.0,32745.0,32377.0,37943.0,42322.0,39815.0,40380.0,40093.0,39035.0,40921.0,39486.0,35709.0,40081.0,32371.0,32283.0,33872.0,34872.0,35745.0,37246.0,35261.0,35340.0,36825.0,36899.0,34479.0,35587.0,30572.0,30738.0,33391.0,33307.0,36914.0,35870.0,36092.0,37259.0,35741.0,35556.0,36967.0,36902.0,32496.0,32066.0,36328.0,36830.0,38428.0,37959.0,40638.0,43700.0,38404.0,40579.0,40031.0,41765.0,48295.4,49604.1,43010.3,56329.4,50430.5,45690.1,53701.9,50013.8,57248.4,55914.3,53831.8,61557.0,50333.4,50990.6,44583.3,59540.3,53008.4,47978.3,56154.6,52484.0,61606.3,56121.0,58099.0,65902.4,50945.2,52696.8,54087.7,57184.5,59925.0,55871.3,60055.8,58921.8,64961.4,55651.4,64088.8,69745.9,53975.7,53536.0,57434.8,57392.4,63116.9,57567.7,60142.5,61709.7,64425.3,58132.9,69110.0,74297.0,57417.9,56100.9,59669.6,57865.5,67565.8,58296.4,61299.6,64623.4,65880.5,58756.5,68499.8,69578.9,59355.2,55358.7,56853.5,59205.7,68476.6,58787.9,63361.3,64914.4,64669.6,61235.3,67775.7,70551.0,60829.2,57824.0,55533.2,60760.3,68281.1,62204.5,70887.8,62974.1,67921.4,62865.7,65642.2,74664.1,61721.9,61183.6,73194.6,74272.6,75900.0,69488.1,74484.0,70786.6,65768.5,68460.9,71900.1,77654.5,63994.3,61667.8,64438.7,71242.6,75268.2,67027.1,67006.4,63070.7,62378.8,68036.4,71123.6,80519.9,63111.2,52055.0,64716.8,63827.1,68636.9,63619.0,64978.1,71074.0,64849.2,65886.8

